Review,Sentiment
love this place since sooo long love love love the food and service,Positive
best falafel best humus in tamelktm,Positive
great crispy falafel wrap,Positive
ordered chicken doner kabab with pita bread wrap but unfortunately they gave us in simple wrap it was good taste i personally dont like capsicum had i known they will give that i would have said no to it,Positive
i love this place,Positive
i was in katmandu for days and i went to this place maybe times falafel and chicken wraps were amazing,Positive
really tasty food and very friendly staff thank you,Positive
absolutely delicious chicken doner with pita wrap however i dont think its very authentic i tasted more like a mexican burrito nonetheless still very delicious hope to eat again before i leave nepal,Positive
if youre a fan of shawarma this spot in kathmandu is a mustvisit it maintains good hygiene and offers a nofuss simple dining environment the limited menu doesnt disappointeach item packs great flavor,Positive
rajendra the waiter was lovely and the food was amazing dhanyavaad,Positive
i been there for the first time i felt like the price is quite expensive but its really worthy freshly made mouthwatering food the best shawarma that i ever had in my life ohhhh i just fall in love and cant wait for another visit well choose your leisure time coz the food gonna take time wait for the best place is really limited sitting area and there is no parking this place is best to walkin and snacking service is great really hygenic food and place too another favorite place has been added in my list thank you thameldonerkebab,Positive
magnifiquement bon,Positive
i dont want to be dramatic but this was the best chicken shawarma ive ever had,Positive
insanely good some of the best ive ever had,Positive
delicious and affordable what more could you ask for really good spice both the chicken and falafel were tasty would defintely go back,Positive
had doner platter fresh watermelon juice here its highly recommended reasonable price huge portion,Positive
i never had a better falafel wrap we came here multiple times and it was always great the owner is incredibly sweet and forthcoming i would always recommend this place,Positive
one of the best falafel wraps ive eaten in my life they opened the shop earlier for us they are extremely friendly and honest to their customers a must visit for everyone looking for good food in kathmandu,Positive
ldhydh,Positive
super frisches und lecker orientalisch gewurzter salat trifft auf selbstgesteckten hahnchenspies mit einer top auswahl an beilagen vegetarische alternativen sind ebenfalls sehr zu empfehlen das personal ist wirklich sehr freundlich und zuvorkommend zu empfehlen,Positive
great food and affordable im from israel and can confirm it is a great place,Positive
delicieux le kebab etait tres bon les frites aussi je recommande les serveurs etaient adorables,Positive
huasutoodashi betaraohui ji zhu wen noshi fang gameniyubiao deyokuwakaranaikaratikinnosiyawarumadetochuan etaxiao xin inoirukatoxiao mai fen deiikakikareta xin inohashao sidemopiritutosurunodeshao sigaosusumetotaru kuraidatutanokana jie gou liang gaatutakarari ben ren gaxiang xiang siterukebabuyoribei kuraiarisou,Positive
tremendo kebab comimos aqui unas tres veces en nuestra estancia en katmandu el tamano es bastante generoso y el sabor increible ademas de que es muy barato la limpieza del personal en la cocina asi como su amabilidad eran exquisitas recomendable,Positive
one of the best thing to eat in nepal staff is very good and hard working,Positive
best doner kebab in themel,Positive
this place is amazing been coming back every day since we found it,Positive
this place is a gem in thamel fresh clean and super delicious good portions and value in addition the staff are really friendly and accommodating highly recommended,Positive
